TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TMATHHPI,MATHHPI,TBITCNTHPI,BITCNTHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TGSMDHPI,GSMDHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSHAHPI,SHAHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
11080614495,0.567,10464467160,0.53222,32785263648,0.45964,19696397667,0.47704,15725900523,0.30354,20922023526,0.59251,20691541983,0.48091,3565013295,0.62475,13726935573,0.57507,10245141885,0.59974,3794681214,0.71486,2125494504,0.58715,489792129,0.59125,945783291,0.62981,9077378520,0.71927
11083740735,0.56692,10465348419,0.53226,32798668905,0.45955,19699332525,0.47708,15726908535,0.30361,20923911795,0.59256,20694460308,0.4809,3565222212,0.62483,13727916531,0.57516,10247833257,0.59964,3795275400,0.71483,2125568151,0.58722,489836718,0.59139,945857439,0.6305,9078257274,0.71932
11084696142,0.56692,10466222163,0.53231,32823764997,0.45927,19699438236,0.47719,15732240678,0.30358,20925553071,0.59262,20695804992,0.48097,3565635537,0.62485,13729949088,0.57518,10250490561,0.59954,3796550946,0.71468,2126805621,0.58703,489998040,0.59131,945923571,0.63058,9079496247,0.71929
11085673092,0.56694,10467824361,0.5323,32829985914,0.45926,19701329010,0.47722,15738048771,0.30349,20925830625,0.59268,20700754872,0.48092,3565826418,0.62499,13732261704,0.57525,10251135849,0.59957,3797532405,0.71463,2126929368,0.58712,490172388,0.59114,945962148,0.63063,9079675104,0.71939
11092674567,0.56665,10468952112,0.53237,32830923786,0.4593,19707141111,0.47716,15738150975,0.30356,20930595636,0.59267,20701434729,0.48094,3565987239,0.62505,13732894968,0.57532,10251945966,0.59963,3797547936,0.71471,2126966442,0.58722,490204452,0.59118,946560342,0.63041,9080232717,0.7195
11092894005,0.56673,10468980669,0.53245,32834443311,0.45932,19710252321,0.47716,15738938547,0.30365,20931801042,0.59272,20703522396,0.48098,3566074413,0.62513,13739781213,0.57517,10253374818,0.5996,3797867574,0.71474,2127084177,0.58733,490277598,0.59121,946675071,0.6304,9080820390,0.71963
11093841396,0.56674,10469435577,0.5325,32834505936,0.45941,19711183179,0.4772,15745570785,0.30359,20933644722,0.59274,20705069484,0.48102,3568153062,0.62491,13740451551,0.57522,10253736039,0.59967,3797971281,0.71485,2127085179,0.58748,490332708,0.59129,947089899,0.63018,9081200148,0.71973
11094281274,0.56686,10469642490,0.53259,32855557455,0.45923,19714329960,0.47726,15749904936,0.30353,20937056031,0.59276,20705840022,0.48108,3568486728,0.62493,13745952030,0.57508,10256248554,0.59959,3798569475,0.71485,2127100209,0.58755,490514571,0.59118,947173566,0.63024,9081373995,0.71984
11098040277,0.56675,10471211121,0.53261,32860395111,0.45922,19716042879,0.47728,15751371363,0.30355,20944447785,0.5927,20706883104,0.48113,3568590936,0.625,13746789702,0.57513,10258175400,0.59955,3798675186,0.71495,2128216938,0.58734,490684410,0.59103,947825367,0.62988,9085094421,0.71973
11099742675,0.56675,10475543769,0.53245,32862480273,0.45925,19716992274,0.47736,15752689995,0.30359,20947654185,0.5927,20707338012,0.48117,3569554359,0.62493,13748275167,0.57514,10259363772,0.59956,3800423175,0.71473,2128325154,0.58741,490721985,0.59106,947924565,0.62994,9085349430,0.71991
11102275230,0.56672,10480120905,0.53235,32865243288,0.45927,19721399571,0.47736,15756915930,0.30354,20947843062,0.59278,20711517855,0.48117,3569744739,0.62504,13756015617,0.5749,10260660861,0.59955,3800485299,0.71482,2128416837,0.58748,490781103,0.59115,948364443,0.62986,9086257242,0.71999
11103281739,0.56679,10482950052,0.53231,32872634541,0.45922,19721444661,0.47743,15757954503,0.30355,20948855082,0.59283,20711865048,0.48124,3571450644,0.62478,13756434453,0.57496,10261053645,0.59956,3800493816,0.71498,2128690884,0.58753,490911864,0.59105,948957627,0.62952,9087590904,0.72
11104715601,0.56679,10483826802,0.53233,32887968147,0.45915,19722861489,0.47747,15758707005,0.30362,20961200223,0.59254,20718726243,0.48116,3571629501,0.62485,13758051180,0.57495,10261136310,0.59961,3801566958,0.71491,2129730459,0.58737,490989519,0.59112,949656522,0.62924,9088989195,0.72005
11104808787,0.5669,10488745620,0.53214,32889770745,0.4592,19725859974,0.47746,15763901373,0.30356,20961715251,0.59263,20720064414,0.48123,3573231198,0.62467,13761763089,0.57488,10261139817,0.59969,3802090503,0.71487,2129998494,0.58738,491249037,0.59087,949755720,0.62926,9092138982,0.71993
11105608383,0.56694,10490287698,0.53215,32891876448,0.45925,19727676600,0.4775,15765387339,0.30358,20965272351,0.59262,20724174117,0.48125,3573617469,0.62468,13762038138,0.57498,10265084691,0.59951,3802222266,0.71499,2130326148,0.58745,491314167,0.59092,950050308,0.62928,9094126449,0.71996
11107198056,0.56698,10490872866,0.53221,32909039706,0.4591,19738495194,0.47738,15767700957,0.30359,20969285862,0.59262,20726514789,0.48127,3573778791,0.62472,13769076186,0.57475,10265312646,0.59956,3802404129,0.71509,2130919332,0.58736,491415870,0.59086,950274756,0.62923,9096357903,0.7199
11110606359,0.56693,10491475068,0.53223,32914744092,0.45908,19743031749,0.4773,15768100254,0.30365,20970531849,0.59265,20727947649,0.4813,3574283298,0.62477,13769083200,0.57484,10266687891,0.59956,3803052423,0.71506,2131431855,0.58736,491455950,0.59098,950395998,0.62929,9098204589,0.71985
11111873889,0.56697,10495334271,0.53217,32921390859,0.45905,19745899473,0.47729,15772444425,0.30359,20973001278,0.59274,20729212173,0.48136,3574741713,0.6248,13776913329,0.57461,10267362237,0.59958,3803500818,0.71509,2131484460,0.58743,491645829,0.59078,950515236,0.62935,9099174024,0.71988
11113646427,0.56697,10495655412,0.53226,32930723487,0.45903,19746063801,0.47733,15773751534,0.30364,20975689644,0.59277,20736345912,0.4813,3575059848,0.62489,13779709410,0.57458,10269103212,0.59952,3803565948,0.71518,2132374236,0.58736,491792121,0.5907,950528262,0.62941,9101732130,0.71977
11115606840,0.56698,10496252604,0.53231,32942077149,0.45894,19748266197,0.47738,15776925870,0.30368,20981217678,0.5927,20736843405,0.48138,3576167058,0.62488,13783525527,0.57458,10269349203,0.59957,3803662641,0.71528,2132545578,0.58745,491795127,0.59074,950638482,0.62949,9102163491,0.71987
11116877376,0.56701,10499985054,0.53224,32943795078,0.45901,19750022703,0.47741,15784328646,0.30357,20985155538,0.59267,20738033781,0.48142,3577485189,0.62476,13783788051,0.57466,10269613230,0.59961,3803829474,0.71533,2133391266,0.58734,491820678,0.59083,950936577,0.62935,9102400965,0.72002
11119076766,0.56697,10508179911,0.53192,32945692365,0.45903,19752347343,0.47741,15784541070,0.30363,20989073859,0.59265,20744800788,0.48134,3578885985,0.62465,13784532036,0.57475,10270330662,0.59963,3804096006,0.7154,2133572127,0.58737,491874786,0.59085,951238680,0.62924,9102964089,0.72011
11121509622,0.56692,10508636322,0.53201,32948676822,0.45907,19756488108,0.47739,15786831141,0.30361,20995231650,0.59263,20746041765,0.48139,3579437085,0.62464,13788576609,0.5747,10274047581,0.59945,3805125561,0.7153,2134096173,0.58727,491883303,0.59096,951250203,0.62934,9106675497,0.71991
11124004101,0.56692,10513559148,0.53185,32953553556,0.45905,19757834295,0.47745,15787206390,0.30363,20999235642,0.59266,20746759197,0.48144,3579798306,0.62465,13789162779,0.57479,10275176835,0.59944,3805541892,0.71536,2134211403,0.58732,492070677,0.59081,951312828,0.62943,9110595822,0.71968
11124768627,0.56697,10514258544,0.53194,32953721391,0.45912,19759277676,0.47748,15789265500,0.30365,20999672514,0.59274,20747814303,0.48149,3579863436,0.62473,13789530513,0.5749,10279567098,0.59921,3805690689,0.71544,2134840659,0.58725,492096228,0.5909,951372948,0.62951,9111534696,0.71971
11125836258,0.56699,10514340708,0.532,32959166259,0.45912,19776510072,0.47711,15791845149,0.30362,21001030224,0.59282,20749325820,0.48156,3580231671,0.62479,13789547046,0.57499,10280558577,0.59923,3806679162,0.7154,2134918314,0.58735,492174384,0.59087,951453108,0.62955,9115187487,0.71954
11127462003,0.56698,10514993511,0.53206,32961392202,0.45918,19778182911,0.47713,15794441832,0.3036,21002067795,0.59287,20749359888,0.48164,3580624956,0.62487,13789873698,0.5751,10284534513,0.59906,3808239777,0.71521,2135094666,0.58745,492185406,0.59093,952476651,0.62899,9115827765,0.71961
11128716006,0.567,10516546611,0.53208,32964123654,0.45922,19782268065,0.47716,15795011970,0.30362,21006044232,0.59283,20754466080,0.48158,3582972141,0.6246,13792066074,0.57508,10287323580,0.59897,3808600497,0.71529,2135159295,0.58752,492230496,0.59097,952503204,0.62916,9118405911,0.71954
11130282633,0.56702,10517828169,0.53208,32969436759,0.45922,19782533094,0.47729,15803058030,0.3035,21011381385,0.59276,20756051244,0.4816,3583839873,0.62452,13792204350,0.57514,10287557046,0.59901,3808728252,0.71536,2136666303,0.58721,492337710,0.59096,952701600,0.62908,9119605305,0.71955
11132167395,0.56705,10518094701,0.5322,32971131642,0.45932,19785321159,0.47728,15805606116,0.30351,21014420451,0.59277,20762566248,0.48154,3583894482,0.6246,13792482906,0.57521,10292079573,0.59881,3809130054,0.7154,2136795561,0.58729,492350235,0.59111,952926048,0.62902,9121616319,0.71952
11137704948,0.56689,10519195899,0.53222,32976618093,0.45933,19786789089,0.47732,15806120643,0.30356,21014916942,0.59286,20766166434,0.48156,3585510708,0.6244,13797344109,0.57511,10292562537,0.59886,3810883053,0.71518,2136856182,0.58732,492392820,0.59117,953115426,0.6291,9123236052,0.71947
11140494015,0.56684,10519425858,0.53229,32977854561,0.45936,19787082174,0.47737,15808568028,0.30355,21028974000,0.59257,20770168923,0.48155,3585692070,0.62445,13799887185,0.57519,10293262434,0.59888,3811418121,0.71522,2137758984,0.58723,492427890,0.59118,953331858,0.629,9123351282,0.71957
11141464452,0.56692,10520262027,0.53239,32978038428,0.45941,19791741975,0.47733,15813040455,0.30351,21037837191,0.59242,20773861794,0.48156,3586070826,0.62449,13802400702,0.57515,10293817041,0.59894,3811786857,0.71528,2137764996,0.58738,492760053,0.59088,953595384,0.62904,9123381342,0.71974
11143039596,0.56693,10522623741,0.53232,32983235301,0.45943,19793414814,0.47736,15824632092,0.30333,21044621232,0.59237,20777018094,0.48156,3586856394,0.62445,13802737374,0.5752,10296468834,0.59888,3812194170,0.71533,2138590644,0.58721,492843219,0.59095,953619432,0.62923,9123669918,0.71989
11144132778,0.56698,10523457906,0.53234,32990924649,0.4594,19793700885,0.47743,15825815955,0.30335,21046268520,0.59247,20782891317,0.48156,3588078834,0.62437,13806913710,0.57513,10299601587,0.59875,3812721222,0.7153,2138630223,0.58731,493044621,0.59085,953774742,0.62925,9124571718,0.71995
11144557125,0.56704,10525458900,0.53232,33000495252,0.45933,19798746957,0.47734,15827850516,0.30343,21048270015,0.59253,20785594713,0.48158,3588144966,0.6245,13809242859,0.5751,10301326530,0.59871,3813299877,0.71531,2140740936,0.58686,493152336,0.59076,954784758,0.62869,9125255082,0.71995
11145547101,0.56709,10529301570,0.53223,33006502242,0.45933,19798869201,0.4774,15834640569,0.30334,21053020998,0.59246,20793236967,0.48147,3588207090,0.62463,13809335043,0.57518,10304794452,0.59856,3813359496,0.71539,2141658267,0.58666,493154340,0.59085,954907002,0.62869,9128270100,0.71981
11149441875,0.56701,10529349165,0.53229,33013551813,0.45932,19800022503,0.47747,15834665619,0.30336,21054033018,0.59253,20796896271,0.48148,3589496664,0.62448,13809385143,0.57531,10304950263,0.59858,3813512802,0.71543,2141736423,0.58674,493302135,0.59075,955697580,0.62827,9128399859,0.71992
11151138762,0.56707,10530564090,0.53234,33016852902,0.45935,19800028515,0.47755,15835976235,0.30335,21062931279,0.59234,20800533531,0.48149,3589705581,0.62451,13811389644,0.57533,10305170703,0.59862,3814286847,0.71543,2141976402,0.58674,493464459,0.59072,956086356,0.6282,9129081219,0.71996
11151318120,0.56713,10530612687,0.53246,33023957583,0.4593,19805297031,0.47749,15843297849,0.30323,21065936778,0.5924,20801229420,0.4816,3589863897,0.62458,13812229320,0.57543,10305580020,0.59865,3814748268,0.71556,2141991432,0.58688,493633296,0.59066,956232648,0.6282,9130027608,0.72002
11152340160,0.5672,10532958870,0.53244,33025208079,0.45934,19809262947,0.47748,15844261272,0.30329,21065961828,0.59253,20802302562,0.48171,3590118906,0.62459,13814815983,0.5754,10306262382,0.59872,3816623010,0.7153,2142881709,0.58673,493636302,0.59082,956649480,0.62799,9131304657,0.71999
11152758495,0.56728,10533108168,0.53252,33027278211,0.4594,19818184254,0.47735,15845518281,0.3033,21067984365,0.59256,20806590120,0.48168,3590177022,0.62466,13815416682,0.57547,10306961778,0.59874,3817215693,0.71533,2142898743,0.58678,493643817,0.59091,957000180,0.62784,9131758563,0.72002
11156435334,0.56718,10535189322,0.53252,33031987611,0.45944,19821046467,0.47733,15847430097,0.30329,21068994882,0.59269,20814635178,0.48158,3593261679,0.6242,13816172190,0.57557,10307102559,0.59877,3818421600,0.71524,2143145736,0.58683,493668867,0.59099,957132444,0.62783,9133255050,0.72
11157654768,0.56729,10538871672,0.53248,33048768105,0.45931,19826752857,0.47727,15848756244,0.3033,21072074028,0.5927,20822209797,0.48149,3593577309,0.62431,13816231308,0.57567,10307342538,0.59879,3819700152,0.71517,2143360164,0.58684,493853736,0.59082,957252183,0.62784,9133748034,0.72009
11159064582,0.56731,10539041010,0.53262,33049094256,0.45939,19831845522,0.4772,15849251232,0.30335,21084072477,0.59248,20825816997,0.48149,3596200545,0.62391,13816628100,0.57574,10307593539,0.59887,3819920592,0.71532,2143504452,0.58691,494026080,0.59072,958136448,0.62738,9135825180,0.72005
11160620187,0.56728,10540546515,0.53266,33052193943,0.45941,19833296418,0.47722,15851323368,0.3034,21089327967,0.59251,20829271893,0.4815,3596281707,0.624,13817447736,0.57574,10309202751,0.59889,3820016283,0.71542,2143669782,0.58694,494078685,0.59076,958219113,0.62741,9137945913,0.72
11162045532,0.56735,10540713348,0.53276,33058494018,0.45939,19835942700,0.47719,15851876472,0.30345,21093161619,0.59247,20830042431,0.48155,3596408460,0.62404,13821882588,0.57572,10312014363,0.59878,3822000744,0.71521,2143734912,0.58704,494131791,0.59074,958444062,0.62732,9142000005,0.71982
11162687814,0.56741,10544105619,0.53277,33072824121,0.45926,19836128571,0.47729,15852264246,0.30351,21107163567,0.59223,20844899085,0.4813,3596894931,0.62412,13823783382,0.57574,10313075982,0.59876,3822492225,0.71524,2143913769,0.58712,494343714,0.59059,958530234,0.62738,9142152309,0.71993
11163918771,0.56747,10545556515,0.53279,33076199859,0.45929,19839042387,0.47726,15854846901,0.30351,21112609938,0.59216,20853371496,0.48118,3597273687,0.62417,13828722741,0.57563,10315318959,0.5987,3823009257,0.71527,2144180301,0.58719,494347722,0.59066,958893960,0.62728,9143884767,0.71988
11164092117,0.56754,10547057010,0.53285,33084545016,0.45925,19849473207,0.47706,15856096896,0.30354,21117595389,0.59209,20854587924,0.48125,3598391919,0.62405,13829191677,0.57569,10316815446,0.59869,3823329897,0.71531,2144184309,0.58727,494496519,0.59062,958893960,0.62741,9145238970,0.71994
11165046522,0.56759,10548104100,0.53285,33091845087,0.45922,19849835931,0.47711,15857967129,0.30355,21133146429,0.5918,20855545836,0.48132,3598497630,0.62411,13845302334,0.57516,10318172655,0.59867,3825905037,0.71501,2144372685,0.58732,494582190,0.59054,958962096,0.62747,9149667810,0.71968
11166022470,0.56763,10549947279,0.53285,33092040477,0.45928,19862409528,0.47696,15858387468,0.3036,21136574772,0.59177,20858051337,0.48133,3598658952,0.62419,13849101918,0.57509,10318504818,0.59869,3826152030,0.71511,2144735409,0.5873,494690907,0.5905,958987146,0.62757,9150014001,0.71982
11166780483,0.56769,10552576527,0.53279,33093040974,0.45934,19865354406,0.47697,15859934055,0.30364,21137873865,0.59184,20862289797,0.48131,3599085804,0.62418,13851579864,0.57509,10319660124,0.59868,3826381488,0.71519,2144879697,0.58733,494700927,0.59056,959261694,0.62753,9154473402,0.7196
11173748892,0.56747,10553435241,0.53287,33094997880,0.45939,19870094367,0.47692,15872315268,0.30345,21146246076,0.5917,20862366450,0.48137,3600530688,0.62403,13853847891,0.57509,10320489780,0.59868,3827018760,0.7152,2145062061,0.58742,494757540,0.59058,959275722,0.62762,9154765986,0.71967
11173870134,0.56756,10556488335,0.53276,33103702254,0.45931,19870308294,0.47705,15879430971,0.30336,21148698972,0.59177,20865942087,0.48137,3600547221,0.6241,13854780753,0.57516,10322118531,0.59866,3827349921,0.71529,2145394224,0.58745,495028080,0.59034,959282736,0.62773,9155036025,0.71977
11174066025,0.56771,10557861576,0.53281,33108423177,0.45935,19879020183,0.47689,15881312727,0.30341,21153155868,0.59178,20866652505,0.48145,3602810238,0.6238,13859158491,0.57517,10322662617,0.5987,3827686092,0.71534,2145737910,0.58747,495270564,0.59012,959541252,0.62765,9155438829,0.71988
11174650191,0.56777,10559822490,0.53279,33109311450,0.45943,19882320270,0.47693,15885894873,0.30338,21155141331,0.59182,20870033253,0.48145,3603097311,0.62384,13860968103,0.57522,10324213713,0.59865,3828246210,0.71535,2146996923,0.58723,495305133,0.59021,959659488,0.62764,9155799048,0.71997
11179604079,0.56766,10561810458,0.53278,33111569457,0.45948,19883745615,0.47699,15886555191,0.30341,21155240028,0.59192,20870135457,0.4815,3603995103,0.62386,13861975614,0.57527,10324344975,0.5987,3828637992,0.71538,2147245419,0.58725,495317157,0.5903,959794758,0.62771,9156007965,0.72009
11180154177,0.56775,10562593020,0.53284,33120880542,0.45939,19885557732,0.47701,15888225024,0.3034,21157929396,0.59192,20880842328,0.48133,3605984574,0.62369,13863056772,0.57535,10325047377,0.5987,3829033281,0.71541,2147616660,0.58727,495396816,0.59026,959864898,0.62773,9157702848,0.72008
11180350569,0.56787,10562656146,0.53293,33125913588,0.45942,19886029173,0.47709,15888359292,0.30345,21159545121,0.59204,20882305749,0.48139,3606205014,0.62371,13863435528,0.57547,10328269809,0.59859,3829337388,0.71544,2147829585,0.58729,495400323,0.59039,959913996,0.62779,9163154229,0.71977
11180891649,0.56797,10562925183,0.53302,33126663585,0.45949,19895390859,0.47694,15893582217,0.30339,21160105239,0.5921,20884525179,0.48141,3606292188,0.6238,13866925494,0.57543,10332628008,0.59839,3829514742,0.71549,2148755433,0.58713,495434892,0.59049,960025218,0.62781,9163591101,0.71983
11181639141,0.56798,10564554435,0.53305,33133343418,0.45947,19896271116,0.47698,15894142335,0.30347,21163821657,0.59216,20886519660,0.48144,3606672948,0.62388,13867290723,0.57553,10332866484,0.59844,3830157525,0.71547,2148855633,0.58714,495454932,0.59059,960080328,0.62793,9163730379,0.71995
11183808972,0.56796,10565435694,0.53305,33135063852,0.45955,19904392326,0.47687,15894862272,0.30353,21165886779,0.59219,20888352318,0.48149,3607221543,0.62388,13867483608,0.57567,10333351452,0.59845,3830452113,0.71553,2149122165,0.58712,495527577,0.59058,960099366,0.62802,9164546508,0.71999
11189386605,0.56775,10566287895,0.53311,33136755729,0.4596,19906596726,0.47692,15899037105,0.30349,21169463919,0.59219,20895981045,0.48141,3607440981,0.62399,13871624373,0.57561,10333366983,0.5985,3830679567,0.71556,2149193307,0.58714,495533088,0.59069,960140448,0.62806,9167186277,0.71997
11190247824,0.56781,10568058930,0.53312,33140274753,0.45966,19911741495,0.47688,15901583688,0.30352,21172956891,0.59215,20902202463,0.48135,3608204505,0.62405,13872045714,0.57571,10334165076,0.5985,3831057321,0.71556,2150466849,0.58686,495618759,0.59069,960233634,0.62804,9167738880,0.7201
11190541410,0.56793,10569742290,0.53311,33145683048,0.45967,19913472450,0.47686,15902844705,0.30356,21174019512,0.59225,20914978965,0.48115,3608262621,0.62417,13872859839,0.57576,10334169084,0.59862,3831239184,0.71562,2150595606,0.58692,495620763,0.59078,960312291,0.62811,9170922234,0.71999
11191307940,0.56802,10570007319,0.53319,33145754190,0.45975,19913950905,0.47691,15903667848,0.3036,21174586644,0.59233,20915165838,0.4812,3609083259,0.62413,13874011638,0.57582,10335420582,0.59861,3833597892,0.71528,2150667249,0.58699,495624270,0.59092,960353874,0.62818,9171352593,0.72006
11193757830,0.568,10570202208,0.53324,33151680018,0.45974,19923463893,0.47675,15905814633,0.30359,21176398260,0.59241,20915445396,0.48133,3609373338,0.62418,13882271124,0.57555,10336847931,0.59859,3837151986,0.71471,2150697810,0.58707,495664851,0.59092,960469104,0.62817,9171560007,0.72023
11195515839,0.56798,10572073443,0.5332,33151796250,0.45982,19935597111,0.47653,15909835158,0.30355,21180346140,0.59242,20919452394,0.48133,3609864819,0.62423,13887975510,0.57541,10337877486,0.59865,3837331344,0.71483,2151162738,0.58713,495719961,0.59099,960877920,0.62803,9173024430,0.72026
11197504308,0.56796,10574616519,0.53317,33152431017,0.45989,19935785988,0.47658,15911856693,0.30358,21182554047,0.59246,20923240455,0.48131,3609894879,0.62433,13888347252,0.57543,10338350931,0.5987,3838165008,0.71477,2151662235,0.58709,495825171,0.59094,960953070,0.6281,9173557995,0.72039
11202169119,0.5678,10575418119,0.53322,33156873885,0.4599,19936339593,0.47665,15919752954,0.30348,21197795970,0.59215,20930876196,0.4812,3609940470,0.62438,13889421897,0.57552,10338362955,0.59879,3838479636,0.71481,2152468344,0.58696,496002024,0.59078,961014693,0.6282,9176157183,0.72032
11202361503,0.56792,10579650567,0.53313,33158426484,0.45994,19940561019,0.47661,15921566073,0.30349,21202430220,0.59212,20931137718,0.48125,3610650387,0.62437,13894517568,0.57537,10338868464,0.59883,3838659996,0.71496,2152510929,0.58707,496154829,0.59079,961186035,0.62826,9176322513,0.72039
11202402585,0.568,10579725717,0.53323,33162845304,0.45995,19941466827,0.47671,15921992925,0.30356,21205643634,0.59213,20932980897,0.48131,3614336745,0.62384,13894950933,0.5755,10339612449,0.59889,3838909494,0.71512,2152834074,0.58709,496171362,0.59087,961441044,0.62813,9181383615,0.72013
11202658095,0.56812,10580780322,0.53326,33164312232,0.45999,19941476346,0.47678,15924345621,0.30357,21207253848,0.59218,20937171261,0.48135,3614746062,0.62391,13895150331,0.57562,10339915554,0.59891,3839345364,0.71512,2153516937,0.58696,496296612,0.59087,961443549,0.62827,9181427202,0.72022
11203258293,0.56822,10585914069,0.53311,33182545626,0.4598,19942488867,0.47681,15926895210,0.3036,21212239299,0.59212,20943774441,0.48129,3615099768,0.62393,13896367260,0.57566,10341338895,0.59888,3840367905,0.71512,2154753906,0.58677,496326672,0.59095,961684530,0.62827,9181798944,0.72034
11203711698,0.56829,10586749236,0.53313,33184075680,0.45984,19943334054,0.47691,15935615115,0.3035,21217484769,0.59206,20946174732,0.48133,3615468003,0.62395,13896767559,0.57575,10341411039,0.59893,3840572814,0.71524,2155267431,0.58669,496398816,0.59096,961812786,0.62835,9182449242,0.72042
11204363499,0.56834,10594840887,0.53282,33187441899,0.45986,19945554486,0.47691,15936504390,0.30355,21218702199,0.59213,20949279930,0.48137,3615689445,0.624,13901887278,0.57566,10344267741,0.59882,3840912492,0.71536,2155333563,0.58676,496440900,0.59101,961862886,0.62839,9188471763,0.72004
11208150057,0.56825,10594843893,0.53293,33190625253,0.4599,19950269898,0.47683,15938580534,0.30354,21224710692,0.59206,20949408687,0.48146,3616427418,0.62398,13902513027,0.57576,10347980652,0.59867,3841849863,0.71526,2155933260,0.58666,496532082,0.59096,961867896,0.62852,9189219756,0.72009
11209145043,0.56825,10594902009,0.53299,33193938366,0.45993,19956672678,0.47673,15942908172,0.30352,21226149564,0.59216,20951622606,0.48146,3616811184,0.62402,13902842184,0.57591,10349532249,0.59862,3844693539,0.71484,2156367627,0.58668,496564647,0.59107,962109378,0.62851,9190324962,0.72016
11212104951,0.56821,10597220637,0.533,33198769509,0.4599,19962432174,0.47666,15943923699,0.30356,21228141540,0.59219,20952479316,0.48153,3618146349,0.62389,13907742465,0.57586,10351038756,0.59858,3844899450,0.71491,2156580552,0.58669,496592202,0.59114,962221101,0.62861,9192758319,0.72014
11219088891,0.56797,10598740170,0.53299,33199522011,0.46007,19963822950,0.47667,15944929206,0.30356,21231565374,0.59221,20957713764,0.48152,3618757569,0.6239,13911131229,0.57584,10353058788,0.59854,3845518686,0.71493,2156958807,0.58668,496609737,0.5912,962482122,0.62857,9193069440,0.72026
11220728163,0.56796,10598862414,0.53308,33201346152,0.46011,19964435172,0.47672,15945700746,0.30358,21235543314,0.59222,20960151630,0.48153,3619329711,0.62388,13911711387,0.57588,10354359384,0.59855,3845667483,0.715,2157264918,0.58666,496631781,0.59128,963060276,0.62832,9193788375,0.72028
11221356417,0.56801,10599117924,0.53315,33220966314,0.45993,19966720233,0.47673,15947200239,0.30361,21236013252,0.59234,20961979278,0.48154,3620259567,0.62381,13911873210,0.57595,10356572301,0.59846,3845684517,0.71508,2158043472,0.58653,496776069,0.59123,963165486,0.62833,9194214726,0.72045
11229322818,0.56769,10600428039,0.53316,33223832535,0.45997,19968468723,0.47677,15947549937,0.30368,21239725662,0.59234,20964775359,0.48158,3621149343,0.62376,13912589139,0.57602,10358138427,0.59843,3846813270,0.71501,2158081548,0.58663,496896810,0.59116,963529212,0.62816,9196412613,0.72037
11230333836,0.56774,10600884450,0.5332,33224233335,0.46001,19969661103,0.47682,15954704217,0.30357,21250579827,0.59216,20968245786,0.48157,3621678399,0.62374,13912983927,0.57611,10358488626,0.5985,3846870885,0.71506,2158506897,0.58656,496958934,0.59119,963877908,0.62805,9198988755,0.72029
11230874415,0.5678,10607530716,0.53298,33225854070,0.46005,19978907559,0.47665,15955424655,0.3036,21252332826,0.59217,20968459713,0.48161,3622158357,0.62375,13917131706,0.576,10362902436,0.59834,3847696032,0.71506,2158617618,0.58664,497055627,0.5912,964082316,0.628,9200923617,0.72029
11236838319,0.56758,10607623902,0.53305,33227778411,0.46007,19980195129,0.4767,15958329954,0.30364,21258564264,0.59207,20976022809,0.48151,3623805144,0.62352,13917519480,0.57609,10363068768,0.5984,3852543708,0.71431,2158632648,0.5867,497120757,0.59124,965157462,0.6274,9202555374,0.72028
11236904952,0.56769,10610089323,0.53302,33236828475,0.46,19980486711,0.47678,15959099991,0.30367,21261039204,0.59212,20982737712,0.48146,3625190910,0.62341,13917639720,0.57617,10363377384,0.59845,3852896913,0.71434,2158705794,0.58681,497246508,0.59116,965296740,0.62741,9203751261,0.72029
11245518645,0.56734,10613341815,0.53295,33237229776,0.4601,19983990204,0.47675,15960385056,0.3037,21261751125,0.59218,20985355938,0.48148,3625508544,0.62342,13919452338,0.57621,10363767663,0.5985,3853755627,0.71429,2158922727,0.58683,497295606,0.59121,965373894,0.62755,9205307367,0.72037
11246688480,0.56739,10613663958,0.53301,33238672656,0.46015,19984554330,0.47677,15962141061,0.30371,21268461519,0.59207,20989321854,0.48147,3626617758,0.62331,13921839603,0.57625,10364416959,0.5985,3854518650,0.71422,2159418717,0.58683,497341197,0.59125,965457060,0.62758,9208411563,0.72022
11247051204,0.56745,10614391911,0.53304,33239101512,0.46022,19988159025,0.47681,15965957178,0.30373,21272598777,0.59212,20989493697,0.48156,3626671365,0.62341,13924696806,0.57624,10365349821,0.59852,3855009630,0.71426,2159584047,0.5868,497450415,0.59115,965655456,0.6275,9209817870,0.72026
11247274650,0.56752,10620188481,0.53287,33239164137,0.46028,19992095382,0.47679,15973692117,0.30369,21273908892,0.59221,20991294291,0.48161,3627571662,0.62336,13929744381,0.57606,10366653924,0.59851,3855633876,0.71429,2160489855,0.58664,497543601,0.59115,965706558,0.62752,9215528268,0.71991
11249712516,0.56747,10620697998,0.533,33239906118,0.46035,19993699083,0.47687,15977780778,0.30368,21282401343,0.59213,20991315333,0.48171,3627800619,0.62344,13930410711,0.57612,10366837290,0.59857,3855693495,0.71444,2160685245,0.58663,497578170,0.5912,965874393,0.62748,9217863930,0.71985
