TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
5528664258,0.56599,5205317856,0.53282,7830922584,0.30342,10724829846,0.56694,10993474062,0.46704,6675431715,0.56678,12783895758,0.71226,1073245707,0.58601,292577988,0.53457,467952036,0.75217,4542600066,0.71327
5530938798,0.56598,5208442593,0.53276,7836593403,0.30333,10728886443,0.56698,10995937980,0.4671,6681115059,0.56646,12784276518,0.71245,1073247711,0.5862,292613058,0.53462,468084300,0.75218,4543874610,0.71339
5539217823,0.56533,5209580364,0.5328,7838077866,0.30339,10735882407,0.56672,11005481028,0.46688,6682532889,0.56648,12784697358,0.71267,1073444604,0.58622,292632597,0.53469,468156444,0.75228,4544464788,0.71357
5543350572,0.56504,5211438072,0.53272,7838768745,0.30355,10738423479,0.56671,11007674907,0.46696,6685672656,0.56638,12790739919,0.71268,1074408528,0.58588,292670172,0.53477,468192015,0.75245,4547090028,0.71347
5546927211,0.5648,5213150991,0.53273,7839185577,0.30359,10741985088,0.56684,11009428407,0.46703,6688454208,0.56621,12791042523,0.71291,1074659028,0.58586,292700232,0.53482,468288708,0.75249,4547139627,0.71374
5549069487,0.56488,5213528244,0.53293,7843975137,0.30346,10747144386,0.56686,11010556659,0.46711,6694248774,0.56581,12791837610,0.71318,1075704615,0.58555,292720272,0.53495,468450030,0.7524,4547313975,0.71406
5549717781,0.56508,5214372429,0.53301,7844294274,0.30351,10748234562,0.5671,11011091226,0.46725,6695464701,0.56615,12793596120,0.71332,1077093387,0.58517,292756845,0.53504,468498126,0.75266,4547933712,0.71422
5550252348,0.56527,5217757185,0.53284,7847314302,0.30356,10748446986,0.56725,11013054144,0.46738,6699827409,0.56595,12800320041,0.71325,1077760218,0.58515,292779891,0.5351,468546222,0.75277,4550829492,0.7139
5551160661,0.56541,5219373411,0.53286,7853475600,0.30342,10754294658,0.56711,11015231991,0.46748,6701010771,0.56637,12801173244,0.71343,1078002201,0.58525,292785402,0.53526,468961050,0.75222,4550988810,0.71427
5552538912,0.56542,5221862379,0.5328,7854850845,0.30343,10757722500,0.56705,11017674366,0.46754,6706158546,0.56614,12813062475,0.71312,1078059315,0.58536,292793418,0.53543,468999126,0.75246,4551158148,0.71445
5554600527,0.56533,5224712067,0.53266,7859858340,0.30333,10758722496,0.56728,11020102713,0.4676,6709172061,0.56601,12813419688,0.71332,1078122942,0.58549,292942215,0.53533,469020669,0.75267,4551556944,0.71461
5559770847,0.56498,5225204550,0.53283,7861794705,0.30337,10763528088,0.56726,11023473441,0.46753,6709880976,0.56609,12824811927,0.7129,1078507710,0.58537,292964259,0.53545,469023675,0.75295,4553440704,0.71454
5559930165,0.56521,5225618376,0.53299,7864159926,0.30335,10764873774,0.56728,11024729448,0.46764,6711769746,0.56604,12832375524,0.7128,1078768230,0.58539,293078487,0.53541,469109346,0.75301,4553586996,0.7148
5561859516,0.56523,5231019156,0.53261,7865100303,0.30353,10769878764,0.56721,11029716903,0.46752,6712508220,0.56614,12849649503,0.71212,1078985664,0.58548,293141112,0.53544,469427481,0.7528,4556655621,0.7145
5563556403,0.5652,5232725562,0.5326,7884441408,0.30291,10774843674,0.56708,11029870209,0.46762,6716022735,0.56596,12853760709,0.71232,1079786763,0.58539,293159649,0.5356,469560246,0.7529,4557118044,0.71475
5568350472,0.56483,5234312730,0.53262,7884447921,0.30303,10787639715,0.5667,11031782526,0.46769,6716876439,0.56632,12857400474,0.7125,1079815821,0.58555,293182194,0.53571,469584795,0.75311,4557641088,0.71494
5568782835,0.56498,5238347784,0.53241,7885567155,0.30306,10787784003,0.56678,11034018990,0.4678,6722162490,0.56606,12863013177,0.71252,1079872935,0.58573,293192214,0.53583,469589805,0.75331,4560762819,0.71477
5570506776,0.56502,5240177937,0.53239,7890348198,0.30296,10790109645,0.56686,11037350139,0.46775,6722582829,0.56614,12863743134,0.71272,1080728142,0.58543,293324979,0.53566,469744113,0.75339,4560778350,0.71511
5571303366,0.56513,5242357287,0.53241,7900139241,0.30265,10792783482,0.56688,11040095118,0.46781,6725265183,0.56604,12865905951,0.71285,1080838863,0.58557,293335500,0.53575,469866357,0.75353,4561123038,0.71529
5572249755,0.56523,5242551174,0.5325,7902537027,0.3026,10793379171,0.56707,11041820562,0.46793,6726732111,0.56612,12869003133,0.71285,1080899985,0.58581,293339007,0.53585,469869864,0.75372,4563764310,0.71506
5573264280,0.5654,5253209949,0.53163,7904472891,0.30264,10796618136,0.56701,11043163242,0.46809,6730821273,0.56585,12869604834,0.7131,1080975636,0.58599,293371071,0.53596,470077278,0.75377,4565044866,0.71507
5573811873,0.56555,5257109733,0.53155,7906109658,0.30272,10798799490,0.56713,11049619128,0.46804,6731157444,0.56596,12871260639,0.71336,1081606395,0.58574,293383095,0.53615,470109342,0.7539,4567698162,0.71485
5575867977,0.56552,5261014026,0.53139,7907298531,0.30273,10802710296,0.56714,11055341550,0.46798,6732395415,0.56593,12872096808,0.71358,1081729641,0.58589,293387103,0.5363,470115855,0.75415,4570035828,0.71478
5576511762,0.56563,5261268534,0.53155,7909091109,0.30275,10806179721,0.56724,11057039940,0.46806,6733033188,0.56607,12873756120,0.71373,1081822326,0.58613,293402634,0.53643,470282688,0.75425,4570537830,0.71493
5581198617,0.56529,5263119729,0.53164,7910606634,0.30276,10807915686,0.5674,11059856061,0.46807,6735640392,0.56598,12882824220,0.71349,1081972125,0.5862,293441211,0.53647,470369361,0.75434,4570820895,0.71526
5581427073,0.56553,5264666817,0.53164,7912500414,0.30288,10811995830,0.56734,11066425674,0.46795,6737041689,0.56607,12888187425,0.71352,1082226633,0.58626,293501331,0.53652,470403930,0.75459,4570927608,0.71552
5582322861,0.56559,5267084142,0.53156,7912847607,0.30293,10813947726,0.56743,11068761336,0.46799,6738770139,0.5661,12893837703,0.71357,1082838354,0.58606,293521872,0.53663,470541705,0.7546,4574142525,0.71527
5585467137,0.56558,5273636721,0.53105,7914063033,0.30298,10823123541,0.56708,11069943195,0.46805,6747536136,0.56547,12894047622,0.71379,1083840354,0.58571,293591511,0.53665,470724570,0.75447,4575291819,0.71537
5585979660,0.5657,5274099645,0.5312,7915044993,0.30302,10823234262,0.56726,11076701184,0.46785,6750604260,0.56532,12895335192,0.71403,1084250172,0.58566,293606541,0.53677,470870361,0.75452,4575304344,0.71561
5589994173,0.56569,5279091609,0.53086,7915860120,0.30317,10823364021,0.56734,11080488243,0.46782,6755102238,0.5651,12900727956,0.71399,1084455582,0.58571,293637603,0.53697,470901423,0.75467,4575812358,0.71575
5595121407,0.56535,5282301516,0.53072,7918268427,0.30321,10823810913,0.56755,11080687641,0.46793,6757489002,0.56502,12906893763,0.71401,1084535742,0.58596,293667663,0.53708,470984088,0.75486,4578713649,0.71561
5596391943,0.56532,5282335083,0.53092,7920759900,0.30324,10824357003,0.56773,11083643040,0.46793,6758928375,0.56511,12907525524,0.71434,1085010690,0.58591,293672172,0.53724,471377874,0.7545,4579902021,0.71565
5596913484,0.56543,5282965341,0.53101,7921123626,0.3033,10826870019,0.56773,11086848438,0.46799,6758961942,0.56578,12912931314,0.71417,1085348865,0.586,293705238,0.53735,471394407,0.75477,4582487682,0.7154
5599046742,0.56538,5283504918,0.53127,7923486843,0.30329,10829264298,0.56776,11088911556,0.46808,6759771057,0.56587,12921230379,0.71409,1085400468,0.58624,293724777,0.53753,471452523,0.75491,4584208116,0.71526
5600823789,0.56539,5284031469,0.53132,7925345553,0.30331,10829794857,0.56805,11089060854,0.46826,6760126767,0.56652,12924633672,0.7142,1085459085,0.58627,293797422,0.5375,471552222,0.75503,4586678547,0.71506
5600843328,0.56566,5284511928,0.53147,7927971294,0.30328,10831098459,0.56827,11090019267,0.46836,6760827165,0.56663,12930319521,0.71407,1085605377,0.58634,293801430,0.53765,471562743,0.75526,4587583854,0.71518
5601335811,0.56584,5285247396,0.53153,7935601023,0.30309,10833635523,0.56836,11095389486,0.46826,6763125252,0.56653,12939925194,0.71384,1085908983,0.58637,293874075,0.53772,471589296,0.75544,4590530235,0.71496
5603201034,0.56585,5287615623,0.53143,7935732285,0.3032,10833643038,0.56857,11096167038,0.46833,6766478946,0.56638,12946549416,0.71382,1085997660,0.58664,293956239,0.53774,471691500,0.75556,4591464099,0.7151
5604892410,0.56593,5290357095,0.53132,7935876072,0.30331,10835083914,0.56867,11111419983,0.46791,6772551066,0.56653,12947158131,0.71392,1086227118,0.58668,294082491,0.53766,471753624,0.75583,4592564295,0.71521
5606432985,0.56598,5300192226,0.53047,7936207233,0.30349,10835809863,0.56881,11114109852,0.46794,6773146254,0.56651,12952706706,0.71398,1086714591,0.58658,294100527,0.53776,471798714,0.75597,4593375915,0.7154
5611215531,0.56579,5301346029,0.53051,7936784385,0.30354,10836369480,0.56903,11120731569,0.46783,6773188338,0.56664,12958995258,0.71385,1086782727,0.58672,294146118,0.53785,471860838,0.75604,4593958077,0.71555
5615600283,0.56561,5302175184,0.53063,7937501817,0.30367,10841078880,0.56915,11122449999,0.46792,6776032515,0.56657,12963539829,0.7138,1087011684,0.58681,294149625,0.538,472218552,0.75566,4594686531,0.71573
5620333731,0.56533,5305383588,0.53047,7937771355,0.3038,10842176571,0.56944,11128373322,0.46781,6777282009,0.56654,12963710169,0.71392,1088154966,0.58636,294255336,0.53796,472375866,0.75571,4601688006,0.71495
5623373298,0.56514,5306322963,0.53057,7938697203,0.30388,10842382983,0.56965,11137549137,0.46758,6783877173,0.56621,12981018216,0.71305,1088478111,0.58649,294259845,0.53813,472846806,0.75517,4602584295,0.7151
5628535602,0.56484,5306429676,0.53066,7939773351,0.30391,10842962139,0.56982,11138111760,0.46769,6785027970,0.56628,12981604887,0.71338,1088688030,0.5865,294397119,0.53793,472855824,0.7554,4602821268,0.71525
5635526055,0.56438,5309450706,0.53056,7942238271,0.30388,10862882901,0.56897,11138694423,0.46783,6788072046,0.56609,12983364900,0.71359,1088747649,0.58665,294398121,0.53818,472906926,0.75563,4603082289,0.71547
5636150301,0.5646,5315037357,0.53019,7945658097,0.30388,10863732597,0.56925,11140390308,0.4679,6790595082,0.56598,12986907471,0.71357,1088751657,0.58689,294438201,0.5383,472973559,0.75575,4605793200,0.71522
5638243980,0.56458,5315849979,0.53032,7949794353,0.30387,10865251128,0.56939,11147274549,0.46776,6794836047,0.56581,12993001134,0.71346,1088752659,0.58703,294502830,0.53832,472994100,0.75587,4606788186,0.71523
5638608708,0.56472,5321586429,0.52987,7952054865,0.30407,10866476574,0.56944,11147488476,0.46793,6794985846,0.56591,13003802694,0.71303,1088922999,0.587,294595515,0.53834,473081775,0.7559,4607348304,0.71533
5641182846,0.56469,5323965177,0.5298,7953515280,0.30411,10868838288,0.56952,11162622183,0.46741,6795889650,0.56599,13005655893,0.71329,1089342837,0.58691,295002327,0.5377,473331273,0.75573,4610517630,0.71506
5645702367,0.56444,5324877999,0.52991,7954423092,0.30425,10879285641,0.56909,11176954791,0.46693,6796305480,0.56609,13009652871,0.7133,1090778703,0.58651,295140102,0.53761,473347305,0.7559,4611427446,0.71509
5646445851,0.56459,5325556353,0.53022,7954736217,0.30426,10879731531,0.56922,11182415691,0.4668,6797288943,0.56608,13016258055,0.71322,1091144433,0.58649,295176174,0.53769,473356323,0.75606,4612526139,0.71516
5646591642,0.56473,5326657050,0.53029,7954906056,0.30444,10884012576,0.5692,11186890623,0.46677,6800193741,0.56598,13016752041,0.71356,1091439021,0.58655,295184691,0.53778,473543697,0.75587,4615508091,0.71508
5647333623,0.56483,5327646024,0.53043,7955715672,0.30455,10888551135,0.56913,11206833930,0.46612,6800976303,0.56656,13023640791,0.7135,1091917476,0.58639,295219761,0.53783,473714037,0.75582,4616087748,0.7152
5651731902,0.56459,5329510746,0.53047,7956473685,0.30459,10888800132,0.56936,11209942134,0.46617,6801033918,0.56722,13029522030,0.71349,1092115371,0.58646,295289400,0.53797,473873856,0.75576,4616735040,0.71527
5651875188,0.56474,5331459135,0.53038,7958765259,0.3046,10891804629,0.56944,11210889525,0.46628,6806206743,0.5669,13029989964,0.71372,1092312264,0.58659,295313949,0.53815,474031671,0.75576,4618452969,0.71523
5655427779,0.5646,5331663543,0.53054,7963761732,0.30443,10892901819,0.56962,11218859934,0.46612,6812281368,0.56656,13032127731,0.71384,1093599834,0.58606,295369059,0.53815,474182973,0.75573,4623208962,0.71468
5656033989,0.56472,5332868448,0.53058,7964458623,0.30447,10894897302,0.56968,11221175556,0.46618,6815419632,0.56647,13033206885,0.71399,1093785705,0.5863,295407636,0.53821,474333774,0.75581,4623399342,0.71485
5659340088,0.56459,5334121449,0.53064,7965876453,0.30457,10908742938,0.56917,11221733670,0.46624,6818517816,0.56647,13033971912,0.71417,1093867368,0.58647,295566954,0.53803,474344796,0.75609,4626775080,0.71465
5660526957,0.56465,5335096395,0.5307,7967584863,0.3046,10914194820,0.56922,11221797297,0.46642,6820504782,0.56638,13042612158,0.71395,1094154441,0.58655,295790901,0.53792,474422952,0.7563,4626940911,0.71487
5664115620,0.56456,5335543788,0.53081,7969737660,0.30471,10915191309,0.56933,11231316297,0.46621,6825987726,0.5665,13044849123,0.7143,1094277186,0.58665,295864047,0.53798,474463533,0.75648,4627453935,0.71497
5666251383,0.56456,5338972632,0.53065,7972982136,0.30467,10918669752,0.56936,11231573811,0.46638,6831601932,0.56622,13047762438,0.7145,1094736603,0.58665,295959237,0.53792,474677961,0.75643,4629508536,0.71491
5671381623,0.56425,5340968616,0.53063,7986829275,0.30424,10918870152,0.56952,11236700043,0.46632,6834955626,0.5662,13052009415,0.7144,1095597321,0.5864,296063445,0.53792,474824253,0.75646,4629842202,0.715
5674598544,0.56406,5342214603,0.53067,7989769143,0.3042,10922835567,0.56953,11237714568,0.46649,6835608930,0.56627,13053023439,0.71465,1095917961,0.58639,296389095,0.53746,474826758,0.75671,4632015540,0.71504
5675091027,0.56417,5343684036,0.53069,7995698478,0.3041,10922992380,0.56971,11237871882,0.46667,6840002199,0.56609,13053913716,0.71505,1096075776,0.58643,296402121,0.53756,474911427,0.75682,4633823649,0.71509
5676009360,0.56433,5344087842,0.53078,7996645368,0.3042,10923762918,0.56988,11239341816,0.4667,6841963614,0.56606,13057976826,0.71519,1096503630,0.58638,296451219,0.5376,474929463,0.75699,4637046081,0.71484
5677493823,0.56438,5344140447,0.53093,7997632338,0.30423,10931113590,0.56977,11249363319,0.46638,6845728128,0.56589,13062405165,0.71529,1097699016,0.58604,296483283,0.53766,475080765,0.75696,4637104197,0.71518
5678717265,0.56438,5345640441,0.53097,7998122316,0.3043,10935299445,0.56972,11253059697,0.46638,6847374414,0.56591,13063802955,0.71557,1098454524,0.5859,296577972,0.53762,475103310,0.75718,4637214417,0.71535
5679027885,0.56451,5346878412,0.53101,7999996056,0.30431,10937178696,0.5699,11255794656,0.46644,6849949053,0.56604,13069340508,0.71545,1098882378,0.58574,296593503,0.5377,475212528,0.75733,4642284537,0.71479
5681018859,0.56441,5349747138,0.53088,8001785628,0.30429,10937266371,0.57,11257855770,0.46646,6850403460,0.56615,13074695697,0.71557,1099304220,0.58565,296613543,0.53783,475386375,0.75729,4644662784,0.71477
5681593506,0.56449,5350714569,0.53098,8010365253,0.30406,10937593524,0.57016,11265633294,0.46631,6851773194,0.56664,13085745753,0.71528,1100237082,0.58548,296616549,0.53791,475440984,0.75747,4644954366,0.71503
5691088959,0.56375,5350908456,0.53113,8014574655,0.30408,10940500326,0.57019,11272489479,0.46617,6858414450,0.5662,13087326909,0.71555,1100241090,0.58567,296649114,0.53799,475626354,0.75748,4645177812,0.71525
5691227736,0.56398,5351852340,0.53123,8020631244,0.30392,10948044384,0.57004,11274262017,0.46626,6863096295,0.56594,13089934113,0.71567,1100743092,0.58563,296673162,0.53824,475709520,0.75766,4647764475,0.71509
5691805890,0.56405,5352868869,0.53129,8022551076,0.3039,10948458210,0.57027,11275693374,0.46635,6863616333,0.56601,13091083407,0.71583,1102013127,0.58516,296713242,0.53836,475773147,0.75779,4648151247,0.71539
5692914603,0.56409,5353696020,0.53136,8024730927,0.30385,10948907607,0.57035,11283069597,0.46621,6864615327,0.56612,13096824366,0.7159,1102016634,0.58541,296713743,0.53849,476082264,0.75752,4654064550,0.71473
5693825922,0.56418,5354010147,0.53145,8027413281,0.3038,10950904593,0.57045,11288195829,0.46612,6866489067,0.56665,13104559305,0.7159,1103192982,0.58499,296819955,0.53854,476134368,0.75759,4654410741,0.71492
5694109989,0.56426,5354489103,0.53157,8027595645,0.30392,10951581444,0.57067,11302022928,0.46569,6869538654,0.56644,13110412488,0.7159,1103308713,0.58517,296874564,0.53852,476452503,0.75727,4660268934,0.71419
5695126017,0.56433,5356142904,0.5317,8028284520,0.30393,10952086953,0.5708,11305645158,0.46568,6870254583,0.56697,13116996630,0.71585,1103378853,0.58532,296874564,0.53866,476453505,0.75756,4661584560,0.71422
5695788840,0.56446,5359191990,0.53171,8032590114,0.30394,10955779824,0.57085,11306087541,0.46581,6871753074,0.56695,13135025616,0.71515,1103669433,0.58532,296907630,0.53882,476570739,0.7576,4665631638,0.71372
5697394545,0.56442,5362369332,0.53162,8032758450,0.30406,10956616995,0.57098,11309879109,0.4659,6871909386,0.5671,13140587718,0.71527,1103750595,0.58543,296920155,0.53891,476599296,0.7577,4666863096,0.71374
5699347944,0.56445,5362846785,0.53169,8037157230,0.30397,10957814385,0.57112,11312743326,0.46594,6871994556,0.5672,13141486512,0.71549,1104068229,0.58552,297093501,0.53875,477055707,0.75731,4671756363,0.71322
5702144025,0.56433,5363994576,0.53182,8046218316,0.3038,10961764770,0.57122,11315249829,0.46597,6872589744,0.56721,13143618768,0.71584,1104108309,0.58582,297155625,0.53877,477066729,0.75751,4674921681,0.71301
