TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
3048719268,0.56696,2889603672,0.52994,4309308915,0.30405,6191746275,0.52908,6681313956,0.4469,3590308284,0.55227,6725652456,0.64841,608888847,0.58166,205496673,0.47492,305694669,0.67004,2535553986,0.70223
3053386083,0.56648,2890068600,0.53012,4310302899,0.30415,6194126526,0.52919,6681514857,0.4471,3591027219,0.55251,6726100350,0.64875,608897364,0.58197,205729638,0.47466,305808897,0.67019,2536402179,0.70239
3055843488,0.56626,2890656774,0.53042,4314480237,0.30403,6201809361,0.52889,6683588997,0.4471,3592259679,0.55344,6728306253,0.64919,609171912,0.58211,205752684,0.475,305870019,0.6706,2537565501,0.70262
3056939175,0.56623,2892934320,0.53038,4316229228,0.304,6201995733,0.52919,6684561438,0.44732,3599809749,0.55362,6733890900,0.64901,609297162,0.58245,205805790,0.4751,306002283,0.67068,2539833027,0.70234
3061595970,0.5658,2893298547,0.53051,4317768801,0.3041,6205341411,0.52914,6685066947,0.44756,3606843789,0.55279,6734438994,0.64952,609484536,0.58246,205830339,0.47527,306127533,0.67076,2542484319,0.702
3062045367,0.56605,2893557564,0.53085,4317859482,0.30433,6207873465,0.52927,6690886062,0.44749,3607568736,0.55298,6738883365,0.64946,611103768,0.58132,205954086,0.47529,306207693,0.67096,2542685220,0.70257
3062252280,0.56648,2898054039,0.53039,4322398041,0.30418,6213754203,0.5292,6694453683,0.44751,3607971540,0.55322,6749659374,0.64894,611198958,0.58185,206061801,0.47523,306245268,0.6712,2546109054,0.70198
3064132533,0.56636,2899326078,0.53071,4326901530,0.30417,6214358910,0.5295,6695501274,0.44776,3611029644,0.55307,6751305159,0.64991,611552163,0.58174,206102382,0.47538,306342963,0.67135,2547910149,0.70183
3064339446,0.56685,2907440775,0.52955,4332121950,0.30406,6222401463,0.52922,6698639037,0.44775,3612442464,0.55302,6761006022,0.64958,611942442,0.58159,206275728,0.4751,306370518,0.6716,2548678182,0.70191
3065505774,0.56693,2909776437,0.52941,4332903510,0.30435,6222616893,0.52956,6700190133,0.44795,3614737044,0.55282,6761030070,0.65025,611976510,0.58197,206325327,0.47522,306399576,0.67185,2549217759,0.70222
3066516291,0.56713,2911253886,0.5295,4338155493,0.30411,6227310762,0.52956,6711908523,0.44743,3614944458,0.55298,6762767538,0.65074,612462480,0.58174,206394465,0.47532,306508794,0.67193,2549614551,0.70231
3067020798,0.56733,2911875627,0.52961,4339593864,0.30428,6228789714,0.52982,6712087380,0.4478,3622036113,0.55221,6769111701,0.6507,612489534,0.582,206400477,0.47552,306618012,0.67211,2551430676,0.70215
3068049351,0.56775,2913770409,0.5296,4344394947,0.30424,6235945998,0.52949,6716609907,0.44774,3625104237,0.55203,6776885217,0.65078,612693441,0.58202,206665005,0.47521,306785847,0.67216,2552272356,0.70222
3069489726,0.56779,2914075518,0.52975,4348971081,0.30416,6237946992,0.52969,6717168522,0.44801,3631923849,0.5514,6777635214,0.65124,612818190,0.58242,206804784,0.47502,306956187,0.67218,2552781873,0.70266
3076093908,0.56713,2918056965,0.52925,4349929494,0.30421,6241352790,0.52984,6720084342,0.44799,3633245487,0.5514,6778174290,0.65168,614165379,0.58155,206863401,0.47513,307015806,0.67242,2553063435,0.70294
3077073864,0.56721,2918458767,0.52965,4352650425,0.30417,6242928936,0.53001,6725325303,0.44783,3633435867,0.55172,6778806552,0.65231,614576700,0.58149,206888451,0.47541,307067409,0.67268,2553913632,0.70331
3077735184,0.56728,2920407657,0.52974,4359857811,0.30393,6243457491,0.53017,6726635418,0.44797,3634572636,0.55196,6786936279,0.65244,615137820,0.58131,206901978,0.47564,307518309,0.67208,2554356516,0.70348
3078673056,0.56745,2921301441,0.52987,4361330751,0.30409,6243834744,0.5306,6736124859,0.44755,3639905280,0.55149,6787208823,0.65304,615709962,0.58125,206966607,0.47565,307526826,0.67232,2557165122,0.70296
3079918542,0.56757,2922848529,0.52997,4361566722,0.30427,6245228025,0.53075,6738659418,0.44757,3641813589,0.55145,6788810520,0.6532,616191423,0.58104,207026226,0.47574,307592457,0.67243,2557210713,0.70338
3080672046,0.56787,2925591504,0.5298,4363880340,0.30425,6247809177,0.5307,6743746572,0.44759,3642643746,0.5534,6796600569,0.653,616396332,0.58115,207135444,0.47568,307638549,0.67284,2559360003,0.70301
3080790783,0.56818,2934831948,0.52838,4364238054,0.30443,6251024595,0.53084,6748125312,0.44768,3643041039,0.55364,6798135132,0.65333,616784607,0.58126,207243660,0.47563,307783839,0.67285,2559506295,0.70339
3080887977,0.56852,2935411605,0.52868,4369339236,0.30428,6262692885,0.53002,6749922399,0.44786,3643157271,0.55484,6801900648,0.65346,617471979,0.58097,207353880,0.47562,308155581,0.67241,2563236240,0.70275
3083339871,0.56839,2937385044,0.52855,4369570698,0.30444,6268304586,0.52975,6749943942,0.44812,3643726407,0.55498,6814747791,0.65267,617592720,0.58129,207400473,0.47571,308273817,0.6724,2564754771,0.7029
3083851392,0.56864,2938335942,0.52864,4376744016,0.30413,6268551078,0.53011,6750951954,0.44829,3654167247,0.55377,6815796384,0.65313,617605746,0.58158,207435543,0.47586,308435640,0.67246,2566459173,0.70298
3087612399,0.56834,2940427617,0.52851,4378113249,0.30418,6272076615,0.53008,6752943429,0.4484,3654555021,0.55391,6820045365,0.65325,617746527,0.58181,207516705,0.4759,308473215,0.67275,2569431606,0.70277
3094660467,0.56751,2942602458,0.52845,4383419340,0.304,6275981409,0.53006,6757161849,0.4484,3657753405,0.55381,6825707166,0.6537,617780595,0.58213,207554781,0.47603,308917101,0.67206,2570236212,0.70282
3097796727,0.56732,2945261766,0.52838,4385123742,0.30417,6277166775,0.53014,6757667358,0.4486,3661872627,0.55344,6826107966,0.65468,617963961,0.58228,207600372,0.47619,308961189,0.67231,2570470680,0.70326
3102122361,0.56684,2945419581,0.52854,4393558077,0.30373,6277190322,0.5306,6764225448,0.44843,3666074514,0.55308,6835453119,0.65422,618051636,0.58253,207606885,0.47641,309039345,0.67264,2573371470,0.70281
3104425458,0.56673,2946968673,0.5289,4393624710,0.30389,6283880676,0.53033,6776787522,0.44783,3667493346,0.55311,6836937582,0.65458,618075684,0.5828,207737145,0.47633,309110988,0.67283,2577477165,0.70237
3106351803,0.56693,2948206644,0.52907,4401711351,0.30351,6287049501,0.53047,6779392221,0.44784,3667528917,0.55321,6837342891,0.65499,618489009,0.58261,207838347,0.4763,309220206,0.67288,2578854414,0.70248
3111100782,0.56637,2950918056,0.52914,4401921771,0.30364,6291767418,0.53058,6782260446,0.4479,3679035885,0.5516,6840272739,0.65512,618771072,0.58277,208055781,0.47597,309329925,0.67301,2579572347,0.70263
3111227535,0.56686,2951577372,0.52939,4408114131,0.30346,6295276923,0.53076,6789077052,0.44764,3681238782,0.55143,6843085353,0.65533,619307643,0.58261,208174518,0.47594,309414594,0.67346,2580000201,0.70303
3111416412,0.56733,2955706113,0.52899,4411888665,0.30338,6297275412,0.53098,6790964820,0.44773,3683966226,0.55126,6849563283,0.65546,620146818,0.58211,208317303,0.47592,309546858,0.67347,2582687565,0.70283
3112953981,0.56733,2962425024,0.52803,4418702766,0.30318,6309074964,0.53024,6793210803,0.44794,3689495262,0.55069,6857020167,0.65541,620724972,0.58202,208324317,0.47622,309588441,0.67374,2583217122,0.7033
3113705481,0.56751,2966601360,0.52753,4421017887,0.30325,6309848508,0.53041,6798861582,0.44787,3690438144,0.55081,6857128884,0.65599,621081684,0.58199,208394457,0.47625,309637539,0.67405,2583453093,0.70353
3114243054,0.56771,2968044741,0.52769,4422423192,0.30334,6319830933,0.52988,6801090030,0.44796,3691279824,0.55084,6865887366,0.65559,621212946,0.58207,208479627,0.47626,309721707,0.67447,2583533253,0.70411
3116548155,0.56755,2969907960,0.52771,4423908156,0.30347,6322217196,0.52998,6808071966,0.44783,3693387030,0.55186,6866770629,0.65614,621293607,0.58227,208540248,0.47647,309805374,0.6746,2586192561,0.70387
3117165888,0.5678,2971537212,0.52772,4425036408,0.3036,6327186615,0.53009,6817397580,0.4474,3697371483,0.5516,6876994035,0.65567,621319158,0.58268,208575318,0.47658,309883029,0.6748,2586560796,0.70408
3125123271,0.56673,2973084300,0.5279,4427214255,0.30368,6327358959,0.53055,6818443167,0.44762,3698492220,0.55185,6877812669,0.65613,621415851,0.58289,208985136,0.47592,309939141,0.67511,2590854366,0.70335
3133480953,0.5654,2973780189,0.52817,4433189181,0.30343,6332020764,0.53051,6821827422,0.44753,3700386000,0.55191,6878810661,0.65631,621779577,0.58287,209007681,0.4761,310003770,0.67526,2592165984,0.70328
3134556600,0.56557,2973839307,0.52848,4435427148,0.30337,6334526766,0.53059,6826118487,0.44753,3700707642,0.55306,6882736497,0.65655,621793104,0.58337,209020707,0.47629,310020303,0.67552,2592657465,0.70344
3135657297,0.56578,2974714053,0.52873,4436249289,0.30338,6334794801,0.53086,6836040291,0.44706,3707518236,0.55225,6885214944,0.65679,622027572,0.58348,209112891,0.47637,310143549,0.67554,2592708066,0.70405
3136203387,0.56593,2975410944,0.52893,4440061899,0.30318,6340699587,0.53064,6837671046,0.44705,3710370429,0.55293,6888716433,0.65669,622297611,0.58341,209121909,0.47664,310237737,0.67597,2594170986,0.70429
3138477927,0.56582,2976239598,0.52917,4440674121,0.30344,6340809306,0.53091,6837866937,0.44734,3711341868,0.55298,6891100191,0.65714,622506027,0.58357,209180526,0.4767,310334931,0.67636,2594842827,0.70454
3143492436,0.56519,2980022148,0.52902,4440897567,0.30355,6344867907,0.53085,6843503688,0.44718,3713451078,0.55294,6892576137,0.65794,622925865,0.5834,209304774,0.47658,310354470,0.67667,2595967572,0.70484
3143854158,0.56534,2980353309,0.52931,4444068396,0.30363,6350169489,0.53067,6843976632,0.44741,3716609883,0.55258,6898913787,0.65767,622934883,0.58371,209352369,0.4767,310528317,0.67659,2600084289,0.70431
3144414276,0.5655,2982736065,0.52916,4444276311,0.30382,6363992580,0.52989,6845101878,0.44763,3717162987,0.55292,6905373681,0.65745,623010534,0.58396,209398461,0.47674,310799859,0.67632,2601730074,0.70459
3145119183,0.56569,2984551188,0.52923,4452663051,0.30341,6364109313,0.53024,6847403973,0.44773,3718727109,0.55296,6905516967,0.65792,623088690,0.58415,209450565,0.47683,311060880,0.67618,2601909933,0.70513
3149817060,0.56533,2988294159,0.52877,4455106428,0.30341,6365587263,0.53058,6848112387,0.448,3721777698,0.55272,6907697319,0.65846,623281575,0.58451,209456076,0.47697,311248755,0.67607,2604103311,0.70496
3151480881,0.56548,2988367305,0.52925,4457683572,0.30351,6367642365,0.53067,6848207577,0.44826,3724365363,0.55269,6908712345,0.65903,623371755,0.58474,209557779,0.47687,311668092,0.67551,2605242585,0.70529
3152225367,0.56582,2989362792,0.52942,4461831852,0.30336,6371283132,0.53067,6850232619,0.44838,3725854836,0.55262,6920699772,0.65847,623604720,0.58501,209568300,0.47706,311922600,0.67529,2606158914,0.70562
3152580576,0.56602,2989912890,0.52957,4463003691,0.30355,6381947919,0.52992,6850790733,0.44864,3725930487,0.55277,6929754345,0.65821,623701413,0.5856,209613891,0.47721,312017790,0.67536,2606521137,0.70612
3156815529,0.56552,2991350259,0.52964,4463184552,0.30366,6387014031,0.52998,6855775683,0.44867,3726213051,0.55306,6937073955,0.65789,623919348,0.58586,209696556,0.47716,312081918,0.67549,2606995584,0.70651
3158116626,0.56557,2993847243,0.52951,4463273229,0.30381,6388992981,0.5302,6858946512,0.44872,3726716055,0.55317,6938654610,0.65825,624832170,0.58531,209740143,0.47729,312131016,0.67578,2609536155,0.70612
3161205291,0.56554,2993906361,0.53007,4466548266,0.30383,6390009009,0.53034,6862741086,0.44868,3727560240,0.55335,6939629055,0.65862,625081167,0.58534,209748660,0.4775,312138531,0.6762,2610066714,0.7062
3161733345,0.56572,2994654855,0.53015,4468098861,0.30386,6394492959,0.5306,6863402406,0.44883,3745289127,0.55083,6940819932,0.65899,625116738,0.58556,209774712,0.47763,312273300,0.67649,2610607293,0.7064
3164869605,0.56546,2995721985,0.53036,4473255654,0.30359,6423910176,0.52848,6868573227,0.44875,3745819686,0.55211,6941552394,0.65956,625381266,0.58578,209790243,0.47787,312378510,0.67667,2611691958,0.70663
3167042442,0.56531,2996638314,0.53056,4473575793,0.30379,6426496839,0.52858,6872702970,0.4487,3746022090,0.55238,6942600987,0.65994,625719942,0.58577,209843349,0.47798,312523800,0.67679,2617894839,0.70537
3167690235,0.5657,2997658350,0.53067,4475216067,0.30385,6428850036,0.52885,6873326715,0.44884,3746671386,0.55246,6950802858,0.6596,626682363,0.58519,209892948,0.47806,312685122,0.67671,2618834214,0.7054
3170172690,0.5655,2999832189,0.53057,4479466551,0.30376,6430761351,0.52912,6879696429,0.44865,3747177897,0.55251,6954287814,0.65966,627173343,0.58496,209981124,0.47807,312777807,0.67693,2619995031,0.70551
3172435707,0.5654,2999841708,0.53095,4481597805,0.30374,6431366559,0.52938,6880562658,0.44881,3747260562,0.55258,6956264760,0.65993,627526047,0.58498,209995653,0.47827,312855963,0.67712,2620399839,0.70582
3175646115,0.5652,3000613248,0.53109,4485280155,0.30356,6434833980,0.52935,6882304134,0.44901,3754024563,0.55188,6956535801,0.66051,627984963,0.58497,210048759,0.47827,313054860,0.67692,2620874787,0.70614
3176647614,0.56538,3001308636,0.53124,4485395385,0.30378,6435350010,0.5297,6883954929,0.44906,3754684380,0.55201,6960000216,0.66048,628063119,0.58524,210360381,0.4778,313090431,0.6774,2621508051,0.70637
3178907124,0.56521,3002817147,0.53135,4490535645,0.30358,6438054909,0.52979,6897004977,0.4484,3755123757,0.55299,6963691584,0.66084,628342176,0.58521,210427014,0.47787,313281312,0.6772,2624991504,0.70582
3178925661,0.56568,3002835183,0.53167,4490699973,0.3037,6441882549,0.52992,6908259441,0.44796,3758067132,0.55275,6964209618,0.66131,628565622,0.58551,210430020,0.4782,313332915,0.67742,2627212437,0.70585
3179119548,0.56592,3005183370,0.5316,4496964477,0.3034,6442219221,0.53013,6914049498,0.44794,3765398265,0.55201,6966634959,0.66151,628657305,0.58567,210436032,0.47831,313585419,0.67719,2632198890,0.70488
3180617538,0.56585,3008596683,0.53139,4497309666,0.30375,6442235253,0.53048,6914061021,0.44819,3765583134,0.5525,6969838854,0.66171,629144277,0.58543,210534228,0.47822,313650048,0.67732,2632840170,0.70513
3180712728,0.56604,3010570623,0.53136,4501152336,0.30362,6442269822,0.53076,6917144175,0.44834,3770503455,0.5522,6970212600,0.66211,629752491,0.58568,210604869,0.4783,313710669,0.67757,2639412288,0.70371
3181013328,0.56626,3011194368,0.53158,4501647324,0.30392,6444099975,0.53113,6917488863,0.44869,3771131709,0.55314,6977531208,0.66193,630464913,0.58522,210689538,0.47832,313791330,0.67764,2644878699,0.70259
3184565919,0.56602,3012576126,0.53184,4502956437,0.30406,6444819912,0.53161,6919581540,0.4488,3771766977,0.55336,6981061254,0.66199,630541566,0.58564,210708576,0.47837,313925097,0.67772,2645804547,0.70266
3191047857,0.56524,3014732931,0.53179,4506635781,0.30398,6449669091,0.53148,6923040945,0.44884,3773074587,0.55338,6982707540,0.66241,631424328,0.58504,210716592,0.47858,314339925,0.6772,2648593113,0.70235
3192153564,0.56545,3015060084,0.53196,4507435878,0.30423,6453062865,0.53154,6923253870,0.44918,3773110659,0.55361,6985945503,0.66263,631628736,0.5851,210733626,0.47881,314341929,0.67771,2653366641,0.70157
3194488224,0.56541,3019753953,0.5315,4507483974,0.30441,6455950629,0.53152,6926455761,0.44915,3776907237,0.55335,6992039166,0.66299,632192361,0.5851,210755169,0.47888,314367981,0.67817,2654051007,0.70188
3197753742,0.56517,3020319081,0.53169,4508343189,0.30452,6457879980,0.53165,6932771367,0.44917,3784362117,0.55256,6993096276,0.66343,632682339,0.58481,210779217,0.47905,314398542,0.67851,2654210826,0.70244
3198886002,0.56518,3026835087,0.53088,4510447389,0.3045,6458203125,0.53183,6934789896,0.44937,3792280923,0.55151,7001475000,0.66314,633255984,0.58453,210809277,0.4792,314420586,0.67892,2655477354,0.70244
3201222666,0.56523,3028228869,0.531,4511618727,0.3047,6468921018,0.53125,6937165638,0.44943,3796716777,0.55127,7001766081,0.66375,633284040,0.58484,211038234,0.47895,314471187,0.67924,2655897192,0.70272
3202084386,0.56547,3028652715,0.53124,4513862205,0.3049,6470087847,0.53151,6943893066,0.44928,3798720276,0.55119,7026280011,0.66189,633898266,0.58461,211041240,0.47919,314587419,0.67932,2656760415,0.70279
3203396505,0.5655,3028835079,0.5314,4518195855,0.30481,6471946557,0.53188,6949581921,0.4493,3799008351,0.55131,7032717360,0.66203,633903276,0.58488,211041741,0.47952,314887017,0.67924,2657355603,0.70313
3208084863,0.56497,3033178248,0.53097,4518869199,0.30489,6475483617,0.53188,6950433120,0.44972,3802462746,0.55117,7036861131,0.66198,634329126,0.58472,211084326,0.4795,314981205,0.67951,2658385659,0.70341
3211090863,0.56472,3034203795,0.53118,4536989367,0.30378,6479307249,0.53176,6954423585,0.4497,3803082483,0.55141,7037830065,0.6624,634619706,0.58489,211134426,0.47963,315165072,0.67936,2658545478,0.70372
3213799269,0.5647,3035488860,0.5313,4542016902,0.30365,6480665961,0.53228,6964594887,0.44935,3803320959,0.55262,7047375117,0.66193,634936338,0.58523,211166991,0.47981,315183108,0.67963,2659819020,0.70364
3215152971,0.56471,3038120613,0.53118,4547493834,0.30341,6485534178,0.53231,6966096885,0.44947,3805588986,0.55245,7050780414,0.66229,635333631,0.58534,211216089,0.47988,315524289,0.67923,2661760395,0.70373
3215235135,0.5652,3039375117,0.5313,4548544431,0.30344,6487012629,0.53241,6968150484,0.4497,3808533363,0.55227,7052039427,0.66265,635371707,0.58575,211447551,0.47963,315671583,0.67922,2664355074,0.70366
3217370397,0.56514,3039509886,0.53154,4549874085,0.30363,6493805187,0.53212,6970332840,0.44971,3808574445,0.55239,7061202216,0.66214,635517498,0.586,211502160,0.47962,315725691,0.67939,2665302465,0.7037
3225284694,0.56411,3043950249,0.53104,4550071479,0.30367,6496606278,0.53232,6971081835,0.44993,3813878532,0.55195,7063321947,0.6623,635920302,0.58597,211769193,0.47919,315904548,0.67942,2666064486,0.70374
3226279680,0.56436,3044280909,0.53126,4561038369,0.30302,6498729516,0.53238,6976486623,0.44973,3814347969,0.55301,7066402596,0.66229,636021504,0.5862,211864383,0.47913,316118475,0.67921,2666549955,0.704
3228230574,0.56438,3049728282,0.53068,4564579938,0.30291,6503111262,0.53227,6977855355,0.44981,3817382526,0.55276,7078093431,0.66173,636075111,0.58646,212058270,0.47879,316132002,0.67952,2667709269,0.70417
3230053713,0.56456,3050500323,0.5309,4565947167,0.30315,6503454447,0.53255,6985904922,0.44951,3819803358,0.55356,7100842839,0.66024,636244449,0.5865,212058270,0.47902,316371480,0.67939,2670472284,0.70408
3233163420,0.5644,3051046914,0.53107,4566372516,0.30336,6505035603,0.5328,6994015611,0.44919,3820177104,0.55371,7102177503,0.66069,636542043,0.58657,212126406,0.47907,316371480,0.67975,2672880591,0.70382
3233163420,0.56482,3053617044,0.53078,4566505281,0.30346,6510021054,0.53285,6994550178,0.44942,3822285312,0.55372,7103619381,0.66125,636846651,0.58674,212127408,0.47937,316419576,0.68,2675381082,0.70361
3233624841,0.56518,3055426155,0.53078,4566908085,0.3037,6514714923,0.53285,6996791652,0.4494,3822342426,0.55383,7112449005,0.66112,636882723,0.58684,212139432,0.47958,316506750,0.68021,2676139095,0.70376
3235954992,0.56511,3056001804,0.53108,4568178120,0.3038,6522277017,0.53271,6996836241,0.44955,3824470173,0.55368,7114737573,0.66138,637966386,0.58619,212164482,0.47968,316540818,0.68049,2676537390,0.704
3236621823,0.56526,3056919636,0.53122,4573004754,0.30353,6525912273,0.5329,6998044152,0.44965,3824524782,0.5539,7118059704,0.66126,638465382,0.58611,212188029,0.47974,316589916,0.68075,2676775365,0.70418
3238994058,0.56501,3057095487,0.53151,4573544832,0.30359,6529001940,0.53288,7001657364,0.4496,3826388502,0.55387,7124290641,0.6614,638744439,0.5861,212201055,0.47991,316653543,0.68095,2678692191,0.70419
3239847762,0.56531,3058188168,0.53166,4574843424,0.30372,6529209855,0.53334,7003210965,0.44974,3832616433,0.55337,7136716443,0.66099,638849148,0.58649,212262177,0.48012,316720176,0.6812,2679800403,0.70434
3240208983,0.56577,3058198188,0.53203,4575751236,0.30396,6530727384,0.53359,7008234492,0.44965,3835177545,0.5532,7148427819,0.66048,639207363,0.58656,212313279,0.48019,316742220,0.68147,2682764319,0.70432
3243777105,0.56531,3060525834,0.53192,4578308340,0.30384,6531509946,0.53398,7011475461,0.44968,3837423027,0.55322,7148953368,0.66087,639501450,0.58657,212356365,0.48039,316833903,0.68172,2683251291,0.70476
3248425383,0.56492,3060732246,0.53212,4586915520,0.30342,6532440804,0.53414,7014169839,0.44971,3851722068,0.55133,7154139219,0.66105,639686820,0.58667,212403960,0.48053,316916568,0.68218,2685737754,0.70441
3248490513,0.56529,3060763809,0.53242,4589826831,0.30329,6532634691,0.53456,7019755989,0.44964,3852973065,0.55144,7164885669,0.66062,639956859,0.58665,212464080,0.48058,316918572,0.68262,2688500769,0.70401
3249484497,0.56554,3063564399,0.53214,4590771216,0.30341,6535514439,0.53485,7027668282,0.44939,3854763138,0.55161,7167637161,0.66066,640461867,0.58654,212604861,0.4805,317094423,0.68261,2691263784,0.70383
3250865253,0.56561,3063873516,0.53244,4592687541,0.3034,6548645148,0.53407,7028338119,0.44955,3854895402,0.55203,7172731830,0.66044,642436809,0.58509,212652957,0.48062,317194623,0.68275,2691416088,0.70423
3251183388,0.56579,3064349967,0.53268,4595501658,0.30345,6548920197,0.53428,7028956854,0.44971,3854967546,0.55232,7182908142,0.66005,642479394,0.58546,212681013,0.48068,317215665,0.68314,2693309367,0.70406
3251546613,0.56611,3068016285,0.53226,4596865881,0.30347,6549320997,0.53469,7029594627,0.4499,3856579764,0.55225,7185225267,0.66192,642680295,0.58564,212719089,0.48078,317518269,0.68299,2693964174,0.70436
3251907834,0.56644,3072996726,0.53178,4596951051,0.30376,6568316412,0.53346,7039669236,0.44952,3857965029,0.55227,7186291395,0.6626,643095123,0.58569,212774199,0.48084,317627487,0.68329,2694371487,0.7047
3253582176,0.56652,3076692102,0.5314,4598458560,0.30386,6568457193,0.53371,7042738362,0.44954,3858841779,0.55417,7196300373,0.66196,643198329,0.58584,212802756,0.48093,317784801,0.68337,2695360461,0.70502
3257072142,0.56612,3076755228,0.53182,4598568279,0.304,6570820410,0.53374,7049206773,0.44932,3862477035,0.55397,7196388048,0.66228,644338605,0.58508,212842335,0.4811,317815362,0.68356,2696060859,0.70538
3263621214,0.56552,3077327370,0.53206,4603541205,0.30389,6572376015,0.53392,7059479778,0.4488,3864299673,0.55489,7197343455,0.66259,645657237,0.58436,212992635,0.48082,317976684,0.68357,2699278281,0.70503
3265555575,0.56553,3081082365,0.53172,4604087295,0.30415,6572813388,0.53419,7060247811,0.449,3865644858,0.555,7199973705,0.66267,645816054,0.58458,213007164,0.48092,318450129,0.68289,2699790804,0.70563
3266245953,0.5658,3081093888,0.5319,4604657433,0.30427,6577232709,0.53409,7060429674,0.4492,3873107253,0.55409,7203854451,0.66259,646166253,0.5846,213136422,0.48086,318597924,0.68285,2700252225,0.70587
3267390738,0.56592,3083549790,0.53177,4608158922,0.30423,6577264773,0.5345,7060629072,0.44931,3874934400,0.55408,7206664560,0.66274,646211343,0.58478,213182514,0.48098,318742713,0.68277,2700533286,0.70623
3268613178,0.566,3084099888,0.532,4615914402,0.30389,6589189575,0.5338,7062255819,0.44942,3876201429,0.55407,7222651971,0.66152,646677273,0.58493,213305259,0.48086,319119465,0.68247,2700929577,0.70648
3268725402,0.56633,3086062305,0.53188,4618995552,0.30376,6593464608,0.53377,7063266336,0.44971,3876504033,0.55416,7224176013,0.6617,646691301,0.58521,213351351,0.48097,319141008,0.68282,2701869954,0.70661
3274168266,0.56581,3091479117,0.53118,4625867769,0.30354,6594579834,0.53383,7071335943,0.44947,3876532089,0.55452,7234381383,0.66152,646753926,0.5855,213411471,0.48109,319250226,0.68282,2702457126,0.70686
3274592112,0.56608,3095668980,0.5308,4626685902,0.30365,6594950073,0.53427,7074627012,0.44945,3879874260,0.5543,7239198498,0.66158,648694800,0.58412,213489126,0.48111,319360446,0.68293,2705696592,0.70646
3277779474,0.56592,3101203026,0.5302,4628279583,0.3037,6607480584,0.53383,7074746250,0.44977,3882481965,0.55415,7243363311,0.66151,648825561,0.58431,213665478,0.48083,319472169,0.68318,2706279255,0.70664
3279600609,0.56619,3101501121,0.53057,4628995011,0.30392,6616641870,0.53372,7079520780,0.44975,3885006003,0.55398,7248490545,0.66142,648828066,0.58474,213668985,0.48109,319515255,0.68333,2706867429,0.70676
3280122651,0.56635,3103228569,0.53059,4629583185,0.30404,6617910402,0.53385,7085307330,0.44958,3885101193,0.55416,7253772588,0.66153,649026462,0.58465,213675999,0.48127,319525776,0.6836,2713267704,0.70557
3283918227,0.56598,3105509121,0.53054,4639480941,0.30366,6618987552,0.53404,7088974149,0.44957,3890133738,0.55392,7258639302,0.66157,649098606,0.58502,213703053,0.48139,319537800,0.68387,2717976603,0.70476
3287510898,0.5659,3106307214,0.53062,4640103684,0.30385,6619056189,0.53437,7090125948,0.44967,3894547047,0.55344,7261165845,0.66193,650111127,0.58435,213816780,0.48143,319580385,0.68396,2722757145,0.70371
3287629134,0.56616,3106813224,0.5308,4641685341,0.30384,6624369294,0.53419,7092565818,0.44969,3896801046,0.55342,7268336157,0.66185,650472849,0.5844,213835818,0.48159,319609443,0.68421,2724234594,0.70365
3292603062,0.56567,3108153900,0.53083,4643574111,0.30409,6626744034,0.53427,7092725136,0.44999,3897674790,0.55354,7271066607,0.6622,650477859,0.58478,213883914,0.48173,319616958,0.68472,2724649422,0.70395
3292791438,0.56594,3110962005,0.53071,4647715878,0.30409,6628742022,0.53477,7093566816,0.45024,3899825082,0.55357,7272017004,0.66263,650763429,0.5849,213891930,0.482,319829883,0.68476,2724874371,0.70411
3292990836,0.56625,3112561698,0.53074,4648226397,0.30434,6635242497,0.53453,7099738635,0.4501,3900086604,0.55372,7272537042,0.6632,651298998,0.58472,213934515,0.48212,320058840,0.6849,2725025673,0.70465
3293691735,0.56648,3115964490,0.53057,4649520480,0.30452,6635798106,0.53481,7099821300,0.45028,3900132696,0.5539,7276992435,0.66323,651383667,0.58495,214062771,0.48201,320316354,0.68466,2725062747,0.705
3295687719,0.56641,3117218994,0.5307,4650155748,0.3046,6637100706,0.53506,7106566764,0.45005,3901033494,0.55404,7277174298,0.66377,651651702,0.58519,214097841,0.48204,320800821,0.68388,2727203520,0.70519
3297805446,0.56623,3117253563,0.53103,4650408753,0.30467,6640102698,0.53517,7108399422,0.45009,3902382687,0.55425,7280613663,0.66404,651702303,0.58535,214238622,0.48197,321065349,0.68361,2728637883,0.70535
3301885590,0.566,3117794142,0.5314,4650959352,0.30483,6641025039,0.53548,7108897917,0.45031,3903712341,0.55456,7282593114,0.66419,652113123,0.58548,214261167,0.4821,321144006,0.68393,2734858299,0.70407
3302808933,0.56626,3119105760,0.53149,4651849128,0.30519,6642861204,0.53572,7108909941,0.45054,3907505412,0.55421,7283177280,0.66455,652277952,0.58564,214409463,0.48199,321144507,0.68433,2735590260,0.70424
3307587471,0.56577,3121275090,0.53139,4652482893,0.30535,6646645257,0.53579,7109900919,0.45075,3909042480,0.55495,7286309031,0.66461,652906707,0.58534,214466076,0.48222,321220659,0.68453,2738034639,0.70386
